Name,URL,Summary,Category
Pancreatic Cancer Action Network,https://volunteerinfo.org/pancreatic-cancer-action-network/,"Founded in 1999 by three visionaries as a small, non-profit, 501(c)(3) patient-based advocacy organization, the Pancreatic Cancer Action Network understands the many challenges that patients and their families face in the fight against pancreatic cancer. With our national headquarters in …","Advocacy and Human Rights, Health and Medicine"
Lorenzen Cancer Foundation,https://volunteerinfo.org/lorenzen-cancer-foundation/,"Cancer Patients Alliance is a 501(c)(3) non-profit organization led by a Medical Director and a five-member scientific board of highly regarded specialists in oncology from around the world. The mission of the Foundation is to promote awareness, increase education, and …","Advocacy and Human Rights, Health and Medicine"
Tax Aide – AARP Tax Counseling,https://volunteerinfo.org/tax-aide-aarp-tax-counseling/,"AARP Foundation Tax-Aide, an AARP Foundation program, helps low- to moderate-income taxpayers have more discretionary income for everyday essentials, such as food and housing, by assisting with tax services and ensuring they receive applicable tax credits and deductions. AARP Foundation …","Advocacy and Human Rights, Counseling, Therapy, and Emotional Support, Health and Medicine, Human Rights and Civil Liberties, Poverty and Hunger, Seniors"
Family Violence Law Center,https://volunteerinfo.org/family-violence-law-center/,"FVLC seeks to end family violence in Alameda County by providing support and advocacy for survivors of domestic violence, changing individual and community perceptions about relationship abuse, and advocating for change within the legal, health, education, and criminal justice systems. …","Advocacy and Human Rights, Children and Families, Domestic Violence, East Bay, Human Rights and Civil Liberties, Oakland, Victim Support, Women"
Ethical Traveler,https://volunteerinfo.org/ethical-traveler/,"Ethical Traveler is a nonprofit organization, founded to “empower travelers to change the world.” We seek to use the economic clout of tourism to protect human rights and the environment. The seeds for Ethical Traveler were planted in 1996, when …","Advocacy and Human Rights, Berkeley, East Bay, Environment, Human Rights and Civil Liberties, Politics"
Ella Baker Center for Human Rights,https://volunteerinfo.org/ella-baker-center-for-human-rights/,The Ella Baker Center is named for an unsung hero of the civil rights movement who inspired and guided emerging leaders. We build on her legacy by giving people opportunities and skills to work together to strengthen our communities so …,"Advocacy and Human Rights, Civic Engagement, Community Development, East Bay, Human Rights and Civil Liberties, Oakland, Policy Advocacy, Politics, Prison Reform"
ORAM – Organization for Refuge Asylum & Migration,https://volunteerinfo.org/oram-organization-for-refuge-asylum-migration/,"Founded in 2008, ORAM is the first migration organization focusing exclusively on refugees fleeing sexual and gender-based violence worldwide. ORAM provides clients with free legal representation and conducts advocacy and education on their behalf. ORAM’s advocacy encompasses non-governmental organizations, inter-governmental …","Advocacy and Human Rights, Human Rights and Civil Liberties, Immigrants and Refugees, Justice and Legal, LGBT, Peninsula, San Francisco"
"Ombudsman Services of San Mateo County, Inc.",https://volunteerinfo.org/ombudsman-services-of-san-mateo-county-inc/,Our Mission is to actively promote standards of excellence in advocacy and enhancement of the quality of life for residents of long-term care facilities in the county. Our Vision The long-term care facilities in our county are the best in …,"Advocacy and Human Rights, Health and Medicine, Human Rights and Civil Liberties, Peninsula, San Mateo County, Seniors"
Ombudsman Services of Contra Costa County,https://volunteerinfo.org/ombudsman-services-of-contra-costa-county/,Ombudsman Services of Contra Costa is a donor-funded senior citizen’s advocacy group that serves Contra Costa County. We investigate and rectify claims of abuse and neglect in long term care facilities so that seniors can live with dignity and respect. …,"Advocacy and Human Rights, Concord, Contra Costa County, East Bay, Health and Medicine, Human Rights and Civil Liberties, Seniors"
"Ombudsman, Inc. – Long Term Care (Alameda County)",https://volunteerinfo.org/ombudsman-inc-long-term-care-alameda-county/,"Helps elderly residents of long-term care facilities carry out their choices and assert their rights. Serve as advocates, educators, mediators, referral agents, and troubleshooters for residents of skilled nursing and residential care facilities. As part of a Federally-mandated program, we …","Advocacy and Human Rights, East Bay, Health and Medicine, Human Rights and Civil Liberties, Oakland, Seniors"
Nursing Home Monitors,https://volunteerinfo.org/nursing-home-monitors/,"Nursing Home Monitors was formed in 1995 by family members of nursing home residents who witnessed, first hand, the pervasive substandard care and dangerous conditions in the nation’s nursing homes. The group set out to find the causes for the …","Advocacy and Human Rights, Computers and Technology, Crime and Safety, East Bay, Health and Medicine, Human Rights and Civil Liberties, North Bay, Peninsula, Policy Advocacy, Research and Science, South Bay, Victim Support"
ISF – Idriss Stelley Foundation,https://volunteerinfo.org/isf-idriss-stelley-foundation/,"The primary focus of ISF, justified by casualty statistics is: To serve the Bay Area African American community and families of color, although no one will be turned down. Home visits can be scheduled if needed. We are seeking volunteers …","Advocacy and Human Rights, Children and Families, Community Development, Computers and Technology, Counseling, Therapy, and Emotional Support, Crisis Support, Fundraising, Peninsula, San Francisco, Youth"
United Way of Silicon Valley,https://volunteerinfo.org/united-way-of-silicon-valley/,"Vision: Every person is fully capable of participating and flourishing in his/her family, neighborhood and community. Mission: Improve lives by mobilizing the caring power of the community to meet our most critical local health and human services needs. United Way …","Advocacy and Human Rights, Education and Literacy, Funding and Financial Assistance, Health and Medicine, Silicon Valley, South Bay"
United Nations Association Information and UNICEF Center,https://volunteerinfo.org/united-nations-association-information-and-unicef-center/,"The Center offers: Selected UN items, UNICEF cards, international fair trade gift items (T shirts, jewelry, posters, etc.) and educational books for sale Flags of all UN member nations (large ones available for rental as well as small flags and …","Advocacy and Human Rights, Berkeley, Community Development, East Bay, International"
Amnesty International Berkeley Community Group,https://volunteerinfo.org/amnesty-international-berkeley-community-group/,"We are forming a community group in Berkeley. Please come and help to promote social justice, one individual at a time. Any positions listed in this category requires full participation in the community group! Mission Statement To promote human rights …","Advocacy and Human Rights, Berkeley, East Bay, International, Oakland, Politics"
Ruth Bancroft Garden,https://volunteerinfo.org/ruth-bancroft-garden/,"Without the enthusiasm and dedication of volunteers, The Ruth Bancroft Garden would not be here today. Volunteers are instrumental in maintaining the garden and supporting the organization. Volunteering at the Garden is a wonderful way to enjoy this exceptional garden …","Agriculture, Arts and Culture, Civic Engagement, Peninsula, South Bay, Sports and Recreation"
